,combination,scenario,alg,condensator_pump_blown,water_pump_blown,action_wrapper,obs_wrapper,automation_wrapper,cum_reward,criticality_score_single,criticality_score_combined,total_timesteps,full_path,result_wo_npp_automation,result_w_npp_automation,result_wo_npp_automation_timesteps,result_w_npp_automation_timesteps,episode_length_1000_condensator_pump_blown,episode_length_1000_water_pump_blown,episode_length_1000,episode_length_1000_criticality_single,episode_length_1000_criticality_combined,episode_length_1000_timesteps,ObservationVariesPositiveNoiseWrapper,ObservationVariesPositiveNoiseWrapper_timesteps,ObservationVariesNegativeNoiseWrapper,ObservationVariesNegativeNoiseWrapper_timesteps,ObservationVariesNoiseWrapper1,ObservationVariesNoiseWrapper1_timesteps,DelayNoiseWrapperOption1,DelayNoiseWrapperOption1_timesteps,DelayNoiseWrapperOption2,DelayNoiseWrapperOption2_timesteps,create_starting_state_option1,create_starting_state_option1_timesteps,create_starting_state_option2a,create_starting_state_option2a_timesteps,create_starting_state_option2b,create_starting_state_option2b_timesteps,create_starting_state_option2c,create_starting_state_option2c_timesteps,create_starting_state_option3,create_starting_state_option3_timesteps
33,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.69485,0.7932354947988117,235.6731772082325,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4,202.28004455566406,,250,,False,False,944.95264,0.7932354947988117,958.4186979389144,1000,200.76715,250,202.69043,250,205.85626,250,206.8283,250,206.80672,250,235.78339,250,209.72533,250,236.04797,250,231.4227,250,189.57426,250
34,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,196.92442,0.4412526418725281,170.44244703037452,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5,61.21000671386719,,104,,False,False,881.34644,0.4284250330333515,578.2382375626071,1000,189.34714,250,165.16595,208,197.02582,250,195.68713,250,196.32594,250,223.64304,250,203.12338,250,220.48141,250,221.39592,250,183.0471,250
35,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,203.42072,0.5025874568582077,176.10812340403652,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6,22.46714210510254,,62,,False,False,933.83575,0.49467169818376705,599.4313277765701,1000,193.59001,250,194.76848,250,203.42088,250,203.91443,250,205.07787,250,225.11972,250,208.60779,250,226.9993,250,226.6629,250,188.55574,250
36,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,202.22914,0.7432626977592899,206.10280745246467,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7,7.7442851066589355,,40,,False,False,890.71533,0.7432626977592899,818.0598204853563,1000,56.120003,99,200.46556,250,202.22914,250,200.24829,250,203.19107,250,228.6937,250,206.20024,250,222.89157,250,226.47816,250,108.537834,250
37,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.14313,0.7796908757043519,223.77694220239096,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8,193.8517303466797,,250,,False,False,939.88324,0.7616742376092958,883.8266736868769,1000,203.00963,250,205.91365,250,204.98508,250,206.6098,250,206.68298,250,234.44188,250,210.62852,250,233.65,250,225.62505,250,195.24147,250
38,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,203.29988,0.6252995415155704,195.64610299882264,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9,193.48329162597656,,250,,False,False,938.3503,0.6252995415155704,751.6515139348099,1000,196.38708,250,201.59863,250,202.02498,250,205.04727,250,205.16559,250,232.23582,250,210.6891,250,233.12169,250,226.99039,250,187.2614,250
39,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario2:Scenario2,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption4Wrapper,NPPAutomationWrapper,205.00491,0.7562034368377215,220.31979737430893,250,src/main/rl/models/scenario2/training_04_06/scenario2_ActionSpaceOption3Wrapper_ObservationOption4Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10,192.2788848876953,,250,,False,False,937.4558,0.7465174029462844,868.9136736400171,1000,202.19041,250,201.99237,250,205.06699,250,204.34418,250,205.79265,250,233.59102,250,209.82803,250,232.06685,250,225.63812,250,195.9967,250
40,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,216.40714,0.3843736494906034,219.23876888214528,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_1,,201.0199432373047,,250,False,False,925.97095,0.3843736494906034,897.7282993771156,1000,223.36081,250,207.24147,250,212.74278,250,206.1586,250,203.85147,250,212.45862,250,210.04706,250,206.93135,250,209.90494,250,218.91568,250
41,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,213.54506,0.3104482069709841,177.23542878198953,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_2,,214.5566864013672,,250,False,False,890.6424,0.3104482069709841,679.940343815808,1000,213.65433,250,205.41,250,212.01994,250,213.62575,250,211.9129,250,220.60431,250,212.32368,250,221.01898,250,227.13516,250,229.61305,250
42,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,223.24495,0.26978621282764464,206.20344055655403,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_3,,225.84811401367188,,250,False,False,952.36835,0.26978621282764464,844.3895347393468,1000,219.97287,250,224.94844,250,225.68942,250,224.82367,250,226.29333,250,236.69138,250,223.70003,250,232.16882,250,238.70792,250,232.11969,250
43,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,215.78029,0.1769597220550213,99.91397969181189,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_4,,202.07798767089844,,250,False,False,946.21826,0.16076695133251803,311.0317642703513,1000,209.97,250,212.68015,250,211.76724,250,218.60245,250,217.60477,250,222.9458,250,213.5802,250,227.25853,250,238.98885,250,117.45797,141
44,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,218.48862,0.2975925864526413,204.76681416129566,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_5,,189.30575561523438,,250,False,False,954.3135,0.2975925864526413,840.2838368759429,1000,213.25557,250,217.01482,250,218.1603,250,221.09012,250,223.98878,250,216.87001,250,221.68944,250,201.13576,250,203.9967,250,233.90253,250
45,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,211.71852,0.3195056565367411,192.16198543149255,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_6,,213.83364868164062,,250,False,False,886.3185,0.3195056565367411,814.0443742372618,1000,218.70741,250,204.31454,250,210.96571,250,212.85976,250,213.83817,250,220.84856,250,212.8728,250,222.12285,250,223.74365,250,229.88431,250
46,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,210.75575,0.32269134374671965,169.22554409373393,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_7,,211.93287658691406,,250,False,False,878.7186,0.32269134374671965,678.1296319670414,1000,212.61429,250,201.58282,250,209.33714,250,209.28717,250,209.80574,250,220.77716,250,210.07426,250,219.87279,250,224.71503,250,221.47046,250
47,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,208.29721,0.2867879669580603,199.60109260135124,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_8,,210.24716186523438,,250,False,False,884.2692,0.2867879669580603,811.1271902464146,1000,210.8628,250,204.71436,250,207.03714,250,211.07288,250,210.33435,250,219.12857,250,208.03998,250,221.17134,250,222.76575,250,219.41989,250
48,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,220.81451,0.411418707082509,195.93011723490292,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_9,,223.1738739013672,,250,False,False,968.2598,0.411418707082509,779.8527877272388,1000,221.43959,250,220.3607,250,221.81596,250,223.85675,250,221.61296,250,232.14384,250,219.83134,250,40.644287,47,44.747635,49,224.00412,250
49,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption5Wrapper,,201.38002,0.3615926107416679,192.9866138521555,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption5Wrapper_None_RewardOption2Wrapper_PPO_training_04_06_10,,199.86349487304688,,250,False,False,843.8932,0.3615926107416679,802.5857214223217,1000,204.38704,250,200.23853,250,200.58145,250,202.58275,250,202.13713,250,215.33578,250,201.9813,250,215.93004,250,211.51294,250,219.38158,250
50,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.31627,0.19257701396463786,159.57446607766425,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_1,1.1657142639160156,,5,,False,False,921.91254,0.19257701396463786,715.1223220362451,1000,218.61757,250,217.01422,250,220.35664,250,219.3524,250,0.8714286,4,229.78247,250,216.59409,250,162.8475,178,194.86053,216,229.06339,250
51,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,222.68658,0.1421138095689825,109.50893210387486,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_2,1.1642857789993286,,5,,False,False,918.5293,0.07538623364944752,444.254181991163,1000,221.46487,250,222.74397,250,222.84512,250,222.7864,250,224.10197,250,232.50468,250,221.02342,250,230.11948,250,225.85771,250,230.39194,250
52,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.77266,0.1949633776010015,144.82643205460315,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_3,1.1642857789993286,,5,,False,False,920.34735,0.1949633776010015,800.533419037091,1000,220.85449,250,219.77908,250,223.4525,250,221.18747,250,0.8671429,4,228.20494,250,217.79477,250,227.2319,250,221.2335,250,226.30357,250
53,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,222.9992,0.18006499485033145,112.32882528410128,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_4,1.1642857789993286,,5,,False,False,929.4788,0.18006499485033145,451.61186427946274,1000,220.80022,250,222.82423,250,223.04337,250,220.73737,250,224.22568,250,234.27142,250,221.79926,250,234.02016,250,229.5258,250,230.58012,250
54,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,224.59735,0.18513155941918327,128.45113234434695,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_5,1.1642857789993286,,5,,False,False,301.44492,0.0,187.05594713912015,335,211.77,241,187.58882,214,219.36398,250,146.61383,171,133.39084,156,190.36884,207,167.04259,193,110.15203,122,72.459816,82,111.48818,127
55,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.42735,0.17292701396463805,124.01930228495917,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_6,1.1657142639160156,,5,,False,False,916.6567,0.17292701396463805,511.7548462844766,1000,218.71523,250,218.72708,250,219.65298,250,216.8938,250,218.87799,250,230.99829,250,214.07912,250,223.31042,250,36.555344,46,225.32054,250
56,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,223.4706,0.18115428669191053,119.97018775885633,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_7,1.1642857789993286,,5,,False,False,926.7213,0.18115428669191053,472.8323970937895,1000,221.33296,250,196.54567,250,223.76152,250,215.07263,250,202.02396,250,208.26434,250,218.79605,250,233.28539,250,226.90791,250,229.83527,250
57,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,221.21198,0.1809422013296756,122.80299050060864,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_8,1.1657142639160156,,5,,False,False,925.7639,0.1809422013296756,509.2173201097223,1000,221.25934,250,221.69572,250,221.43816,250,221.33896,250,225.69684,250,232.75946,250,219.90512,250,233.53403,250,231.24034,250,230.00275,250
58,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,219.08429,0.18502873058586083,120.49113607338435,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_9,1.1642857789993286,,5,,False,False,913.4412,0.18502873058586083,490.1021108767086,1000,217.17322,250,220.28719,250,218.25612,250,218.23369,250,222.2341,250,229.60303,250,214.01721,250,226.42284,250,223.84224,250,227.85147,250
59,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06,src.main.rl.envs.scenario3:Scenario3,<class 'stable_baselines3.ppo.ppo.PPO'>,False,False,ActionSpaceOption3Wrapper,ObservationOption3Wrapper,NPPAutomationWrapper,219.85498,0.15226947405694854,129.37699868571184,250,src/main/rl/models/scenario3/training_04_06/scenario3_ActionSpaceOption3Wrapper_ObservationOption3Wrapper_NPPAutomationWrapper_RewardOption2Wrapper_PPO_training_04_06_10,1.1657142639160156,,5,,False,False,310.06427,0.0,199.15271127645173,348,219.06454,250,168.92702,197,219.68073,250,220.98955,250,221.07932,250,229.73213,250,0.0,1,226.9841,250,121.41359,135,226.39607,250
